"('0,0,0,0,1,0,0,0,0,0', 2)",10.525889203127248
"('0,0,0,0,1,0,0,0,0,0', 1)",12.925759926147414
"('0,0,0,0,1,0,0,0,0,0', 0)",17.437133716057723
"('0,0,0,1,0,0,0,0,0,0', 2)",14.379300111230297
"('0,0,0,1,0,0,0,0,0,0', 1)",12.836143145159603
"('0,0,0,1,0,0,0,0,0,0', 0)",10.727009503061785
"('0,0,1,0,0,0,0,0,0,0', 1)",16.753636730030788
"('0,0,1,0,0,0,0,0,0,0', 0)",18.18269481839674
"('0,0,1,0,0,0,0,0,0,0', 2)",16.130572934093017
"('0,1,0,0,0,0,0,0,0,0', 1)",15.622158066536112
"('0,1,0,0,0,0,0,0,0,0', 2)",14.14948333099878
"('0,1,0,0,0,0,0,0,0,0', 0)",19.396729268270054
"('1,0,0,0,0,0,0,0,0,0', 1)",15.190860903173018
"('1,0,0,0,0,0,0,0,0,0', 2)",14.026795597075155
"('1,0,0,0,0,0,0,0,0,0', 0)",19.448537609514805
"('0,0,0,0,0,0,0,0,0,0', 2)",10.797461647054622
"('0,0,0,0,0,0,0,0,0,0', 1)",-29.187936683463832
"('0,0,0,0,0,0,0,0,0,0', 0)",8.782036861670273
"('0,0,0,0,0,1,0,0,0,0', 1)",13.45728997763804
"('0,0,0,0,0,1,0,0,0,0', 0)",17.326361345266584
"('0,0,0,0,0,1,0,0,0,0', 2)",10.744565499305994
"('0,0,0,0,0,0,1,0,0,0', 2)",16.75227321490501
"('0,0,0,0,0,0,1,0,0,0', 1)",16.764697719005618
"('0,0,0,0,0,0,1,0,0,0', 0)",18.59872641457314
"('0,0,0,0,0,0,0,1,0,0', 2)",14.960516005608037
"('0,0,0,0,0,0,0,1,0,0', 0)",19.546209045035344
"('0,0,0,0,0,0,0,1,0,0', 1)",15.53099778281999
"('0,0,0,0,0,0,0,0,1,0', 0)",18.951718816653937
"('0,0,0,0,0,0,0,0,1,0', 1)",14.465842887195723
"('0,0,0,0,0,0,0,0,1,0', 2)",15.036899854273594
"('0,0,0,0,0,0,0,0,0,1', 1)",14.61204808589144
"('0,0,0,0,0,0,0,0,0,1', 2)",15.125446210152543
"('0,0,0,0,0,0,0,0,0,1', 0)",16.544504913126218
